age,gender,employment_type,city_tier,monthly_income,loan_amount,loan_tenure_months,interest_rate,loan_purpose,credit_score,num_existing_loans,num_delinquencies_12m,credit_utilization,ever_defaulted,dpd_max_12m,merchant_vintage_months,avg_monthly_gmv,payment_gateway_score,mobile_recharge_freq,upi_txn_count_3m,app_login_count_30d,emi_bounce_count,dti_ratio,high_risk_score,high_dti,repeat_defaulter,recent_dpd_flag,bounce_risk,emi_estimated,emi_to_income,income_per_lakh,is_merchant,gmv_per_vintage,credit_quality_score,default_flag,default_prob,credit_score_model,risk_band
57,0,0,0,25382,68874,6,39.78,2,688,0,0,0.7424168436608776,1,0,0,0,0,2,43,4,0,0.22611590434542805,0,0,1,0,0,12847.022957404564,0.506127051861662,0.25382,0,0.0,71.92212635753589,0,0.41500910979978184,524,Super High Risk
54,0,3,2,35743,323187,6,41.59,6,629,1,0,0.692431114885872,0,0,0,0,0,2,43,6,0,0.7534761078782453,0,1,0,0,0,60583.873288569,1.6949382634447459,0.35743,0,0.0,54.81936673132398,0,0.5047969144469633,514,Super High Risk
56,0,1,0,8655,354114,36,28.74,6,716,0,0,0.4536377055480882,0,0,6,36157,100,0,47,6,0,2.0,0,1,0,0,0,14789.359623790226,1.7085674241901831,0.08655,1,6026.166666666667,49.55555555555556,0,0.28801682749247864,541,Super High Risk
33,1,3,2,9743,51150,36,34.18,5,781,1,0,0.5022437401531162,1,0,0,0,0,2,62,16,0,0.4374486863711002,0,0,1,0,0,2290.147088472724,0.23503151564785757,0.09743,0,0.0,78.02880405035577,0,0.31003762221171066,538,Super High Risk
60,1,3,0,24327,325205,9,33.56,4,659,2,0,0.6546378893627186,0,0,0,0,0,2,46,8,0,1.1139599090211554,0,1,0,0,0,41372.24198913742,1.7006018574949615,0.24327,0,0.0,50.94302404179912,0,0.36589977263321544,530,Super High Risk
25,0,1,0,27177,271650,3,29.12,5,605,4,0,0.26217687497937786,0,0,77,7894,73,2,48,14,1,0.8329347266171168,0,1,0,0,1,94979.8136896313,3.4947315361553937,0.27177,1,102.51948051948052,49.86352768987989,0,0.4566142945614346,520,Super High Risk
24,0,3,0,40845,498460,18,39.51,5,706,2,0,0.2208126060138212,0,0,0,0,0,0,44,7,0,1.0169498441299842,0,1,0,0,0,37144.5388939197,0.9093800835802698,0.40845,0,0.0,58.105447561844755,0,0.2940738588236476,540,Super High Risk
64,1,1,1,32913,58860,3,20.17,1,674,0,0,0.0993834719544998,0,0,44,203745,66,1,56,8,0,0.14902473111745762,0,0,0,0,0,20283.2234800522,0.6162491183099046,0.32913,1,4630.568181818182,78.50839426653972,0,0.21278016287646373,552,Super High Risk
42,0,2,1,28377,407806,36,40.27,3,581,0,0,0.4622597575552211,0,0,0,0,0,2,52,11,3,1.1975415227758592,1,1,0,0,1,19683.914979782843,0.6936329191550794,0.28377,0,0.0,16.604725100038372,1,0.7801952103189982,478,Super High Risk
38,1,1,1,17003,356909,3,20.26,4,643,2,0,0.46861949501772737,0,0,68,88918,69,1,56,11,0,1.7491423586607073,0,1,0,0,0,123009.2939295133,7.2341386691080505,0.17003,1,1307.6176470588234,43.361597271230295,0,0.33721964167262986,534,Super High Risk
41,0,2,1,39757,112614,36,32.28,2,651,1,0,0.34619641692097036,0,0,0,0,0,0,40,8,0,0.2360405452990593,0,0,0,0,0,4922.354782345807,0.12380790739840551,0.39757,0,0.0,67.61252242735215,0,0.2651888758343362,544,Super High Risk
52,1,3,0,27568,225330,9,32.8,3,587,2,0,0.3442132583562185,0,0,0,0,0,0,62,10,2,0.6811092168740251,1,1,0,0,1,28581.24967687556,1.0367169529861642,0.27568,0,0.0,35.600037884741724,1,0.7490759798545511,483,Super High Risk
58,1,1,1,37410,34259,6,24.65,6,844,0,0,0.669170856084186,0,0,75,101299,71,2,42,2,0,0.07631222545953507,0,0,0,0,0,6127.300772682577,0.16378339987390278,0.3741,1,1350.6533333333334,99.35153326858706,0,0.06288143122571072,592,High Risk
53,2,2,0,44882,202177,9,21.95,0,709,1,1,0.7761558736576625,0,0,0,0,0,2,49,6,0,0.375377834220826,0,0,0,0,0,24568.27393417646,0.5473848435749941,0.44882,0,0.0,66.27022109336126,1,0.16470478471518438,561,Super High Risk
27,0,2,2,28792,83071,12,40.86,6,772,1,0,0.7149370325502196,0,120,0,0,0,1,39,13,1,0.24042591370587757,0,0,0,1,1,8548.52183813874,0.29689583711800577,0.28792,0,0.0,72.96925950366023,0,0.43775713366933805,522,Super High Risk
47,1,3,0,17132,47647,36,35.9,5,803,2,1,0.3010543277177442,0,60,0,0,0,1,47,5,0,0.23175061771629799,0,0,0,1,0,2179.7005542986976,0.12722235185307287,0.17132,0,0.0,79.58720986789626,0,0.1397265054163555,567,Super High Risk
37,0,1,0,41787,41395,18,35.66,6,822,3,0,0.14367482050414548,0,0,110,53008,85,1,41,12,0,0.0825496155196069,0,0,0,0,0,3002.5713615277073,0.07185247825997193,0.41787,1,481.8909090909091,98.18234102294119,0,0.05825392502351366,595,High Risk
43,1,3,1,15568,493961,36,32.16,5,671,0,0,0.4620305812917497,1,0,0,0,0,0,50,7,1,2.0,0,1,1,0,1,21558.070560929158,1.384679206174395,0.15568,0,0.0,26.555555555555557,1,0.7661449644669015,480,Super High Risk
59,1,2,0,54749,47383,12,34.53,1,724,2,0,0.7393696952726375,0,0,0,0,0,2,46,5,2,0.07212024353120244,0,0,0,0,1,4725.452669432837,0.08630963779786004,0.54749,0,0.0,63.0020395738204,0,0.13446879633416217,568,Super High Risk
47,0,1,1,30065,369116,3,20.24,6,758,4,1,0.39291459771873993,0,0,22,3806,100,2,49,13,0,1.023071464999224,0,1,0,0,0,127212.3103940301,4.231101922238745,0.30065,1,173.0,68.76079292223775,0,0.18111067338084746,558,Super High Risk
21,1,2,0,40594,309551,3,15.29,1,599,0,0,0.6223490748921026,0,0,0,0,0,1,62,7,1,0.6354456624379029,1,1,0,0,1,105824.22750908643,2.6068291047933596,0.40594,0,0.0,45.8466423067975,0,0.7071917953607555,489,Super High Risk
42,0,0,1,8341,246757,18,26.26,3,815,2,0,0.789074463658815,1,30,0,0,0,2,58,6,1,2.0,0,1,1,1,1,16733.007085512872,2.005874740531392,0.08341,0,0.0,42.55555555555556,0,0.4032525175982755,526,Super High Risk
38,0,2,0,39223,139200,6,41.14,5,668,0,2,0.5058544923345287,0,90,0,0,0,2,52,5,1,0.2957373036916174,0,0,0,1,1,26061.95080705835,0.6644388845364662,0.39223,0,0.0,50.30747614838988,1,0.5366881855020045,510,Super High Risk
48,0,3,1,29030,44739,36,28.94,1,900,1,0,0.6554973443933708,0,60,0,0,0,2,48,7,0,0.1284230649994833,0,0,0,1,0,1873.359844794878,0.06452963538269016,0.2903,0,0.0,97.43153870001034,0,0.05802071275185675,595,High Risk
34,1,2,0,42151,283885,18,16.41,3,657,3,1,0.28798107932065276,1,0,0,0,0,0,45,7,1,0.5612327608021762,0,1,1,0,1,17899.059222957643,0.42463131578472296,0.42151,0,0.0,48.77534478395648,1,0.7251500774775922,487,Super High Risk
37,1,2,1,28160,376620,9,40.09,4,735,3,0,0.7852847705214883,0,60,0,0,0,1,43,6,0,1.1144845708604099,0,1,0,1,0,49142.63607855235,1.7450600503729394,0.2816,0,0.0,59.376975249458475,0,0.355887791471556,532,Super High Risk
57,1,2,1,40402,400533,36,22.11,6,743,4,0,0.10031349300446635,0,30,0,0,0,2,41,7,0,0.8261205851050665,0,1,0,1,0,15319.339057083693,0.3791634051205032,0.40402,0,0.0,66.03314385345422,0,0.2679821007677278,544,Super High Risk
46,0,1,0,97029,359359,18,34.87,5,762,2,0,0.2593261360034182,0,60,45,360427,55,0,38,10,0,0.30863220996942525,0,0,0,1,0,25920.950764655223,0.26714367478774836,0.97029,1,8009.488888888889,83.99402246727817,0,0.17190133449434367,560,Super High Risk
56,1,1,0,21755,376304,9,24.17,1,732,2,0,0.1634808833410038,0,0,45,46631,82,1,50,12,1,1.44138015566587,0,1,0,0,1,46134.22568138207,2.120528850955234,0.21755,1,1036.2444444444445,52.70573022001593,0,0.2620744095698083,544,Super High Risk
48,2,0,1,40547,489054,3,19.21,3,651,2,0,0.23211921805778632,1,30,0,0,0,0,39,6,0,1.0050927296044194,0,1,1,1,0,168264.92196143122,4.149771183817481,0.40547,0,0.0,52.23147874124494,1,0.6388572269695878,498,Super High Risk
47,1,0,0,24103,412483,3,37.53,5,694,0,2,0.45644027856478825,0,60,0,0,0,2,44,12,0,1.426053075561456,0,1,0,1,0,146182.8742911319,6.064672846462492,0.24103,0,0.0,38.59004959988199,0,0.39458117684284255,527,Super High Risk
34,1,3,1,37729,110661,3,38.2,6,739,2,0,0.32618229982182073,0,0,0,0,0,2,61,8,0,0.24441425921017756,0,0,0,0,0,39259.999799880476,1.0405512801452552,0.37729,0,0.0,77.22282592690756,0,0.13099474560473542,569,Super High Risk
63,0,0,1,22548,93242,24,31.89,6,785,1,0,0.3166114163977502,0,0,0,0,0,0,34,11,0,0.34459029964373883,0,0,0,0,0,5304.564564208513,0.23524611132238737,0.22548,0,0.0,80.33041622934745,0,0.1036593181694365,577,Super High Risk
40,1,3,0,15900,445803,6,38.22,5,606,0,0,0.4352284892785143,0,0,0,0,0,0,46,6,0,2.0,0,1,0,0,0,82799.4241770507,5.207183458716478,0.159,0,0.0,27.33333333333333,0,0.475272080363483,517,Super High Risk
36,0,3,2,14486,281702,6,27.89,3,800,0,1,0.23549688619276446,0,0,0,0,0,0,56,8,1,1.620429810634822,0,1,0,0,1,50842.647768552146,3.5095359818148784,0.14486,0,0.0,43.48029267619245,0,0.2219259328757542,551,Super High Risk
52,1,2,1,22100,208945,18,31.29,0,666,1,1,0.2704044853733544,0,0,0,0,0,2,51,8,1,0.787841424973229,0,1,0,0,1,14692.481376048998,0.6647880809035337,0.221,0,0.0,45.243171500535425,0,0.4595423669588425,519,Super High Risk
43,1,3,0,25267,301642,24,40.82,6,700,1,0,0.1658156861174819,0,60,0,0,0,0,49,8,0,0.9948089810564086,0,1,0,1,0,18590.627271516696,0.73573797971809,0.25267,0,0.0,57.8815981566496,0,0.4338201063215548,522,Super High Risk
31,1,0,1,42316,84697,24,37.56,5,650,3,0,0.4083286036659858,0,90,0,0,0,2,36,12,0,0.16679073028176225,0,0,0,1,0,5071.433955920696,0.11984389148381727,0.42316,0,0.0,68.88640761658698,0,0.47406979237973473,518,Super High Risk
59,1,2,2,54812,424546,24,29.09,6,720,1,0,0.6906971849752666,0,90,0,0,0,2,50,5,0,0.6454460316591564,0,1,0,1,0,23539.15229721439,0.4294446991993576,0.54812,0,0.0,67.09107936681687,0,0.5590854307440941,508,Super High Risk
54,0,0,1,19785,346086,36,30.33,5,851,2,0,0.4091551450412297,0,0,0,0,0,0,45,9,0,1.4576215505913273,0,1,0,0,0,14754.52040437469,0.7457050644078991,0.19785,0,0.0,65.403124543729,0,0.10795436649759227,575,Super High Risk
47,1,2,1,31841,164325,18,35.47,5,697,1,0,0.5901542151430399,0,0,0,0,0,2,62,8,0,0.43005307455561836,0,0,0,0,0,11903.287010281705,0.37382347246660713,0.31841,0,0.0,68.84338295333208,0,0.19681108128382657,555,Super High Risk
38,1,2,1,48204,79856,6,15.79,6,587,1,0,0.4228442187180577,0,30,0,0,0,0,50,7,0,0.13804930332261522,1,0,0,1,0,13928.960219553843,0.2889526028327734,0.48204,0,0.0,62.461236155769924,1,0.6594128998067088,495,Super High Risk
24,1,2,0,59553,6001,36,39.2,4,675,1,0,0.5093324553842675,0,0,0,0,0,2,39,6,0,0.008397140970099965,0,0,0,0,0,285.9140609240609,0.004800921196293463,0.59553,0,0.0,74.832057180598,0,0.19436652938161234,556,Super High Risk
22,0,2,0,21935,465587,18,40.6,6,662,1,1,0.6526594848790509,0,90,0,0,0,2,33,5,0,1.7687325249209822,0,1,0,1,0,34958.80906789043,1.5936729152028823,0.21935,0,0.0,33.18090505713592,0,0.6591162082218903,496,Super High Risk
54,0,1,2,17950,199445,9,27.94,5,612,0,0,0.21899799658559574,0,30,63,17296,84,1,38,4,0,0.925876924219635,0,1,0,1,0,24819.52840193023,1.3826265055946871,0.1795,1,274.53968253968253,57.8824615156073,1,0.5759971738299469,506,Super High Risk
51,1,1,2,180196,342301,9,18.56,1,795,1,1,0.14254751935799656,0,90,119,54979,68,2,42,4,1,0.1582994352477196,0,0,0,1,1,41034.8690003631,0.2277222650785701,1.80196,1,462.00840336134456,78.96734462837894,0,0.24812628378873333,547,Super High Risk
47,1,3,0,18236,168311,18,32.91,1,652,0,1,0.2997493129192941,0,0,0,0,0,2,53,6,0,0.7690912247994005,0,1,0,0,0,11972.812045389266,0.6565121481268447,0.18236,0,0.0,52.06261994845643,0,0.40368704233179276,526,Super High Risk
42,1,2,2,48426,92641,12,21.19,0,794,0,0,0.17135181383653048,0,90,0,0,0,1,42,11,0,0.1594169230663335,0,0,0,1,0,8634.603106763501,0.17830142496465817,0.48426,0,0.0,85.03388376089556,0,0.21944704932635764,551,Super High Risk
60,0,3,0,15237,281266,6,30.62,0,827,2,0,0.2613459470484182,0,0,0,0,0,1,52,5,0,1.5381830511440695,0,1,0,0,0,51152.10440846143,3.356877832291733,0.15237,0,0.0,61.12522786600749,0,0.09442915010278667,580,Super High Risk
26,0,0,1,24261,135914,9,39.16,3,692,3,0,0.16206503616355503,1,0,0,0,0,1,42,11,0,0.46682741186491905,0,0,1,0,0,17670.97986150267,0.7283397849106698,0.24261,0,0.0,67.5523406515905,0,0.430525692718037,523,Super High Risk
25,1,2,2,36929,428146,6,18.58,3,716,1,0,0.07201899540053398,0,90,0,0,0,2,43,9,0,0.9661205885007673,0,1,0,1,0,75274.16294188464,2.0382930663927605,0.36929,0,0.0,60.23314378554021,0,0.5126480476334888,513,Super High Risk
25,0,1,2,143414,240457,9,17.84,5,695,0,2,0.6693828133262415,0,0,72,35971,84,0,49,9,0,0.13972097293402597,0,0,0,0,0,28742.506631854958,0.20041492613642198,1.43414,1,499.59722222222223,72.82780276354171,0,0.23895870846484024,548,Super High Risk
56,1,3,1,23737,275483,12,37.33,1,516,1,0,0.37816436039898776,0,0,0,0,0,0,50,9,0,0.9670956553486675,1,1,0,0,0,27859.0185069081,1.1736042845609613,0.23737,0,0.0,37.991420226359985,0,0.8713945129486704,459,Super High Risk
48,0,1,1,22120,400180,12,27.75,4,703,2,2,0.40012712895197694,0,0,80,92734,65,2,50,4,0,1.5075418531410576,0,1,0,0,0,38570.83618823743,1.743629862494346,0.2212,1,1159.175,44.46027404828996,0,0.361193215626191,531,Super High Risk
57,1,4,1,24174,51339,3,20.02,6,665,0,0,0.1385288815901121,0,0,0,0,0,2,52,7,0,0.17697001034126164,0,0,0,0,0,17687.152841091905,0.7316299003554045,0.24174,0,0.0,70.34948868206365,0,0.25234280061250575,546,Super High Risk
55,1,1,1,38901,10646,3,29.65,0,896,4,0,0.5857201525719297,0,0,75,156889,66,1,38,6,0,0.022805168543176872,0,0,0,0,0,3725.456559550703,0.09576516784614424,0.38901,1,2091.8533333333335,105.69945218469202,0,0.033719987858730906,611,High Risk
60,1,2,2,13905,238906,12,34.59,5,723,4,1,0.824065232791719,0,0,0,0,0,2,47,3,0,1.4316721798743948,0,1,0,0,0,23832.96017635371,1.7138616551383368,0.13905,0,0.0,46.69988973584543,0,0.3239858756328593,536,Super High Risk
43,1,0,1,36631,396851,9,23.5,5,732,2,1,0.4458431970278773,0,0,0,0,0,1,43,9,0,0.9027876355827327,0,1,0,0,0,48523.73754459829,1.3246270349584595,0.36631,0,0.0,58.27758062167867,1,0.2667259815666472,544,Super High Risk
23,0,3,0,51569,497503,24,21.0,3,579,0,0,0.368563238242457,1,0,0,0,0,1,39,8,1,0.803928317497253,1,1,1,0,1,25564.51550909147,0.49572455902833956,0.51569,0,0.0,40.254766983388265,0,0.9405264008010582,435,Super High Risk
33,0,3,1,14965,9679,3,41.32,3,652,1,0,0.1603784421422626,0,60,0,0,0,1,42,6,0,0.053894382823288345,0,0,0,1,0,3451.0269641463287,0.2305911375214706,0.14965,0,0.0,71.36655678797868,0,0.38691194214049757,528,Super High Risk
40,1,1,1,16487,157943,6,22.47,0,637,1,0,0.5758779564384048,0,0,103,28921,58,2,33,5,0,0.7982724809962801,0,1,0,0,0,28075.697243714283,1.7027958056595272,0.16487,1,280.7864077669903,60.612328157852176,0,0.40993594735983124,525,Super High Risk
59,0,2,1,46297,11212,12,24.68,3,616,5,1,0.15513638481094458,0,0,0,0,0,0,50,6,0,0.020180857344449726,0,0,0,0,0,1063.8952933712105,0.02297929269884683,0.46297,0,0.0,63.04082729755545,0,0.32235986152449425,536,Super High Risk
21,0,3,2,22285,69174,36,19.03,0,817,1,0,0.3030047681008834,0,0,0,0,0,0,49,10,0,0.2586601453827515,0,0,0,0,0,2536.6928765125404,0.11382450311911246,0.22285,0,0.0,85.60457487012275,0,0.07975247908451256,585,High Risk
43,0,1,1,21294,276612,12,38.99,1,753,2,1,0.35116872653434883,0,0,73,83869,46,0,43,4,2,1.082460671519136,0,1,0,0,1,28203.95461694436,1.3244402262007213,0.21294,1,1148.890410958904,45.61745323628395,0,0.24656565995180532,547,Super High Risk
45,0,1,1,26976,82359,36,25.46,5,697,3,1,0.06597778754100407,0,0,41,40599,69,2,40,7,1,0.25441116506653816,0,0,0,0,1,3294.649748087041,0.1221280997919354,0.26976,1,990.219512195122,66.25622114311369,0,0.2631543767836851,544,Super High Risk
23,1,2,0,73013,155988,12,17.44,3,763,0,0,0.49466188689050916,0,0,0,0,0,0,44,2,1,0.17803434957679348,0,0,0,0,1,14259.439029060723,0.19529732693813134,0.73013,0,0.0,73.2170907862419,0,0.12202671457702069,571,Super High Risk
35,1,3,1,19077,123715,3,40.04,3,771,4,0,0.17696129903101085,0,60,0,0,0,1,40,5,2,0.5403912010343502,0,1,0,1,1,44020.40784909031,2.3073911232356803,0.19077,0,0.0,58.858842645979664,0,0.26639824357476427,544,Super High Risk
37,0,1,2,16281,325929,36,19.4,0,602,1,0,0.4790981279624538,0,0,74,30698,48,1,42,7,0,1.6681458051836384,0,1,0,0,0,12013.278068461514,0.7378257012935459,0.16281,1,414.8378378378378,38.32597278521612,0,0.5636410732385131,507,Super High Risk
28,0,4,0,20722,220705,9,28.51,5,578,0,0,0.8378085006444677,1,0,0,0,0,2,48,5,1,0.8875203075487783,1,1,1,0,1,27527.012204257848,1.3283314290526396,0.20722,0,0.0,38.471816071246664,1,0.9366741056930962,437,Super High Risk
28,1,2,0,66392,345523,24,29.64,6,675,0,1,0.413708932165685,0,0,0,0,0,1,53,7,0,0.4336840229140622,0,0,0,0,0,19255.194653115195,0.2900184455155693,0.66392,0,0.0,61.32631954171876,0,0.24029644837500047,548,Super High Risk
24,1,2,1,45378,200359,6,15.41,4,691,1,1,0.5644445232235163,0,0,0,0,0,0,47,12,0,0.3679363435362906,0,0,0,0,0,34910.00805419834,0.7692987517177183,0.45378,0,0.0,64.41905090705195,0,0.2124140233121962,552,Super High Risk
45,0,2,1,24638,461914,36,18.19,3,769,1,0,0.3137538082766467,0,0,0,0,0,0,56,9,0,1.5622725489400273,0,1,0,0,0,16743.357174530145,0.6795469448650572,0.24638,0,0.0,54.198993465643895,0,0.20719709595931196,553,Super High Risk
34,1,2,1,41013,466280,6,22.14,3,703,1,0,0.11196194357646753,0,0,0,0,0,0,47,4,1,0.9474000747712162,0,1,0,0,1,82808.10989718682,2.019020575832321,0.41013,0,0.0,51.16310961568679,0,0.33946425125066115,534,Super High Risk
29,1,2,2,35686,72060,6,26.17,5,813,2,0,0.49762666194006866,0,60,0,0,0,2,50,10,0,0.16826855717768374,0,0,0,1,0,12943.189489501077,0.3626863981141894,0.35686,0,0.0,86.96796218977966,0,0.13501401482149075,568,Super High Risk
28,0,3,2,19606,468780,3,31.55,0,621,4,0,0.5298054559071218,0,30,0,0,0,0,42,4,0,1.9924006732289488,0,1,0,1,0,164547.7433270749,8.39229577839929,0.19606,0,0.0,29.151986535421024,1,0.4164535550583929,524,Super High Risk
22,0,2,1,57494,286428,36,18.41,4,806,1,1,0.45355680841194945,0,0,0,0,0,2,53,5,1,0.41514914340377423,0,0,0,0,1,10414.06494915652,0.18112992345693574,0.57494,0,0.0,68.25257268748007,0,0.11448675499267842,574,Super High Risk
27,1,3,0,21536,209107,36,24.95,2,609,1,0,0.16865945508180896,0,0,0,0,0,0,40,6,0,0.8090998436798686,0,1,0,0,0,8308.529209714176,0.38577931976199914,0.21536,0,0.0,51.4846697930693,0,0.4786308582745337,517,Super High Risk
53,0,0,0,17082,387187,18,17.9,1,598,1,0,0.6948029811577735,0,0,0,0,0,2,23,8,1,1.8887539269058908,1,1,0,0,1,24686.31609282748,1.4450808460356777,0.17082,0,0.0,20.669365906326625,1,0.7845062253717042,477,Super High Risk
24,1,2,2,46923,432304,18,20.34,4,886,3,0,0.39766481323770514,0,90,0,0,0,2,53,8,0,0.7677379024237775,0,1,0,1,0,28068.098746211952,0.5981608291324685,0.46923,0,0.0,83.0896863959689,0,0.19641187214656422,555,Super High Risk
37,1,1,1,90877,364786,3,30.92,1,702,3,0,0.3411204624481231,0,60,35,25983,48,2,45,10,1,0.33450156620230787,0,0,0,1,1,127914.67855921981,1.407542843803999,0.90877,1,742.3714285714286,68.10996867595384,0,0.26764715084183965,544,Super High Risk
50,0,2,1,27007,79611,18,36.57,1,763,2,0,0.12749068720135823,1,60,0,0,0,2,44,7,0,0.24564018068720378,0,0,1,1,0,5811.6825165134915,0.21518374246569502,0.27007,0,0.0,79.8649741640337,0,0.41453038938924514,525,Super High Risk
23,1,3,2,6660,408179,12,14.74,5,580,1,0,0.18992720734116542,0,0,0,0,0,2,46,13,0,2.0,1,1,0,0,0,36791.488333103065,5.523418155397548,0.0666,0,0.0,24.444444444444443,1,0.810909359382293,473,Super High Risk
30,0,3,2,45217,108994,9,15.62,6,741,3,0,0.6397643149918661,0,0,0,0,0,1,39,6,0,0.2008676485765256,0,0,0,0,0,12912.220608338894,0.2855548809840969,0.45217,0,0.0,78.31598036180281,0,0.1543458315734938,564,Super High Risk
55,1,2,0,71854,261952,24,23.16,5,686,2,1,0.2901552671757829,0,60,0,0,0,2,46,9,0,0.3037969985851135,0,0,0,1,0,13740.109430671719,0.1912199489342665,0.71854,0,0.0,65.14628225051996,0,0.3082228782746832,538,Super High Risk
32,0,1,0,35094,454200,9,17.98,0,720,4,1,0.24881508387029697,0,30,9,452039,53,0,46,6,1,1.0785012109987178,0,1,0,1,1,54322.410059370435,1.547867504184939,0.35094,1,50226.555555555555,50.72997578002564,1,0.2431231775447765,547,Super High Risk
64,1,3,2,60546,244587,12,16.73,0,853,1,0,0.4907058990273901,0,0,0,0,0,2,48,9,0,0.3366351759789915,0,0,0,0,0,22276.168957733247,0.36791532128318905,0.60546,0,0.0,88.04507425819794,0,0.06096263711278265,593,High Risk
61,1,0,1,36126,374948,3,17.17,6,809,1,0,0.27308972249423924,0,0,0,0,0,1,50,7,1,0.8648840663954015,0,1,0,0,1,128576.19085610568,3.559005476682417,0.36126,0,0.0,64.59120756098085,0,0.13726068651877282,568,Super High Risk
35,1,4,0,23514,408055,18,21.45,2,716,0,0,0.14091014660512863,0,120,0,0,0,0,44,7,1,1.4460805159827061,0,1,0,1,1,26712.240943565248,1.1359660192883372,0.23514,0,0.0,42.633945235901436,0,0.6641266163550616,495,Super High Risk
23,1,1,1,29910,294875,3,16.22,0,563,1,0,0.483544065875774,0,0,55,180921,53,1,49,13,0,0.8215344410640456,1,1,0,0,0,100960.70945289965,3.375370581154079,0.2991,1,3289.4727272727273,51.424866734274644,1,0.7572118293913717,482,Super High Risk
49,0,2,0,25258,164301,9,22.72,3,737,0,1,0.6619907549316284,0,30,0,0,0,1,37,12,1,0.5420543172730512,0,1,0,1,1,20027.068672467383,0.7928686279135113,0.25258,0,0.0,58.04780254342786,0,0.3084677124754607,538,Super High Risk
64,0,1,1,71671,86885,18,14.05,0,715,0,2,0.7692500856251242,0,0,98,60508,75,1,50,13,1,0.10102155188451092,0,0,0,0,1,5381.535821811209,0.075085609747338,0.71671,1,617.4285714285714,66.92401340675423,0,0.22262397971545855,551,Super High Risk
61,0,0,0,29652,475132,36,22.55,2,754,0,0,0.5098808723783254,0,30,0,0,0,0,55,7,0,1.3352555671713937,0,1,0,1,0,18280.975276071906,0.616496653831717,0.29652,0,0.0,57.0726664343499,0,0.21656378335974139,552,Super High Risk
45,0,2,2,17260,359560,6,37.47,3,701,2,0,0.7333399199903916,0,0,0,0,0,0,52,9,0,1.735897881544136,0,1,0,0,0,66643.61455504982,3.8609358991396685,0.1726,0,0.0,43.17093125800616,0,0.3133678631150188,537,Super High Risk
56,1,2,0,19463,149941,6,38.91,6,590,2,0,0.16929431609122075,0,0,0,0,0,2,50,8,0,0.6419586587203727,1,1,0,0,0,27901.607714480433,1.4334981357624554,0.19463,0,0.0,52.7163823811481,0,0.7390977708888294,484,Super High Risk
53,1,4,0,12876,294406,6,37.59,6,698,1,1,0.88859101518193,0,0,0,0,0,2,50,5,0,1.905244492764878,0,1,0,0,0,54585.51873001485,4.238993455775013,0.12876,0,0.0,34.450665700258,0,0.3148316550214436,537,Super High Risk
28,0,2,0,46128,59163,36,23.56,3,702,2,0,0.41710280690044577,0,0,0,0,0,2,54,7,1,0.1068796201955386,0,0,0,0,1,2307.4871795543204,0.05002248432774004,0.46128,0,0.0,67.86240759608923,0,0.1805649067533943,558,Super High Risk
59,0,2,0,89941,365659,9,16.59,3,549,2,0,0.8798386680502868,0,60,0,0,0,2,30,7,0,0.3387914804355399,1,0,0,1,0,43488.643566339546,0.48351875171043057,0.89941,0,0.0,54.2241703912892,1,0.7811307582128036,478,Super High Risk
31,0,4,2,40875,392319,9,28.26,3,741,1,0,0.7331710013445302,0,0,0,0,0,2,42,8,0,0.7998152950386535,0,1,0,0,0,48883.02508398342,1.195885729620888,0.40875,0,0.0,66.33702743256026,1,0.27031604706446605,543,Super High Risk
27,1,2,1,38797,128192,36,37.96,0,600,0,0,0.6252250568457718,0,60,0,0,0,0,43,7,0,0.27534065329827995,0,0,0,1,0,6015.652488469421,0.1550505822070576,0.38797,0,0.0,61.15985360070107,0,0.4948000874619474,515,Super High Risk
29,0,3,2,37445,68358,18,35.51,6,578,1,1,0.08207905426145061,0,0,0,0,0,2,46,9,3,0.15212572771457566,1,0,0,0,1,4953.078463892339,0.13227256486386632,0.37445,0,0.0,32.179707667930714,0,0.7020918140795896,490,Super High Risk
48,1,2,2,24688,265201,36,22.26,4,626,1,0,0.18900029213836003,0,90,0,0,0,2,48,3,0,0.8951388607612026,0,1,0,1,0,10163.852259356148,0.41167533149808205,0.24688,0,0.0,51.65277834033151,0,0.7350367735961589,485,Super High Risk
52,0,3,1,17175,210524,9,39.9,0,856,1,0,0.2520806986635327,1,0,0,0,0,0,44,9,1,1.0214058376028567,0,1,1,0,1,27449.755450158904,1.5981459856869413,0.17175,0,0.0,66.68299435905398,1,0.3153189309473325,537,Super High Risk
46,0,2,0,37200,21807,18,31.65,6,673,1,2,0.3438667558107911,0,60,0,0,0,2,51,3,0,0.04884949329319104,0,0,0,1,0,1537.365228124641,0.04132591134981965,0.372,0,0.0,63.80078791191396,1,0.3561823264700968,532,Super High Risk
50,1,2,1,132409,487014,18,37.32,0,648,0,1,0.1743889673786926,0,90,0,0,0,0,48,8,1,0.30650630617022884,0,0,0,1,1,35740.283286819526,0.26992132986042994,1.32409,0,0.0,52.86987387659542,0,0.5831223246558703,505,Super High Risk
40,1,1,1,70019,347752,6,20.78,5,677,5,0,0.2421803448136914,0,0,42,308615,95,0,47,9,1,0.4138722269827668,0,0,0,0,1,61521.69316304104,0.8786302936738223,0.70019,1,7347.976190476191,68.4447776825669,0,0.24587510725605377,547,Super High Risk
